SiteID,ValidNode,SiteType,SiteName.x,SiteDescription.x,SiteTypeName.x,RKM.x,RKMTotal.x,Latitude.x,Longitude.x,path,Area.x,Branch,Site type,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area.y,Model_Branch,branch num,PATH,SiteName.y,SiteTypeName.y,Interrogation Site Subbasin Code,SubBasin Name,RKM.y,RKMTotal.y,AntennaGroup,SiteDescription.y,Latitude.y,Longitude.y,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
JUL,NA,INT,Potlatch River near Juliaetta,"The site is an Instream Floating Remote Detection System on the Potlatch River near Juliaetta. The site became operational 2-22-2013. The site is at rkm 14 on the Potlatch River, lat/long N 46 33 55.71, W 116 42 32.99 (Decimal Degrees 46.565475, -116.709164). It is roughly 50 meters downstream of where the flat panel array is. The site is made up of 1-8 antennas coded as ID: 01, 02, 03, 04, 05, 06, 07, 08. The antennas stretch across a suspended cable with antenna 01 starting on river right and ending at antenna 08 on river left.",Instream Remote Detection System,522.224.024.014,784,46.565323480000004,-116.7093184,GRA.Clearwater.Potlatch.JUL,Clearwater,Potlatch,INT,Adult/Juvenile,No,No,IDFG,IDFG,Unknown,120,Potlatch,Potlach River,8,GRA JUL,Potlatch River near Juliaetta,Instream Remote Detection System,17060306,Clearwater,522.224.024.014,784,Floating Array,"The site is an Instream Floating Remote Detection System on the Potlatch River near Juliaetta. The site became operational 2-22-2013. The site is at rkm 14 on the Potlatch River, lat/long N 46 33 55.71, W 116 42 32.99 (Decimal Degrees 46.565475, -116.709164). It is roughly 50 meters downstream of where the flat panel array is. The site is made up of 1-8 antennas coded as ID: 01, 02, 03, 04, 05, 06, 07, 08. The antennas stretch across a suspended cable with antenna 01 starting on river right and ending at antenna 08 on river left.",46.565323480000004,-116.7093184,Brett Bowersox,brett.bowersox@idfg.idaho.gov,(208) 799-5010,IDFG,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
KCB,NA,INT,"Kiwanis Camp Bridge, Mill C","This in-stream interrogation system is located at the bridge at the Kiwanis Camp on upper Mill Creek, Walla Walla Basin.",Instream Remote Detection System,509.054.035,598,45.99891532,-118.1138054,GRA.Below_GRA.Below_GRA_Other.KCB,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEN,NA,INT,Kenney Creek In-stream Arrays,"In-stream detection system consisting of two 20ft x 3ft HDPE pipe antennas connected to standalone Biomark IS1001 readers. The site is located on Kenney Creek approximately 400-meters upstream of the confluence with the Lemhi river and is powered by photovoltaic solar. The site was originally installed approximately 300 meters downstream of its current location, but was moved in September 2015 to a temporary location 60 meters upstream of its current location. The site did not operate between December 2015 and June 2018, when it was reinstalled with its current equipment.",Instream Remote Detection System,522.303.416.029.000,1270,45.026798,-113.65486,GRA.Salmon.Lemhi.LLR.KEN,Salmon,Lemhi,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 KENB0,Kenney Creek In-stream Arrays,Instream Remote Detection System,17060204,Lemhi,522.303.416.029.000,1270,Floating Antenna,The KEN site is located 0.2 km upstream from the mouth of Kenney Creek.  This site consists of two tandem 6-foot antennas located serially approximately 12 feet apart.,45.02703,-113.65801,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
KHS,NA,INT,Big Bear Cr. @ Kendrick HS,"This floating array interrogation system is located near the mouth of Big Bear Creek adjacent to the high school in the town of Kendrick, Idaho.  The array is set up with an upper span of Bio Float antennas (01, 02, 03, 04) and a lower span of Bio Float antennas (05, 06, 07, 08).  KHS was originally installed in 2007 with 6 pass over PVC antennas. The floating array configuration came online January 2015.",Instream Remote Detection System,522.224.024.023.000,793,46.619115,-116.646846,GRA.Clearwater.Potlatch.JUL.KHS,Clearwater,Potlatch,INT,Adult/Juvenile,No,No,IDFG,IDFG,Unknown,140,Potlatch,Potlach River,8,GRA JUL KHSB0 KHSA0,Big Bear Cr. @ Kendrick HS,Instream Remote Detection System,17060306,Clearwater,522.224.024.023.000,793,Upstream Array,"This floating array interrogation system is located near the mouth of Big Bear Creek adjacent to the high school in the town of Kendrick, Idaho.  The array is set up with an upper span of Bio Float antennas (01, 02, 03, 04) and a lower span of Bio Float antennas (05, 06, 07, 08).  KHS was originally installed in 2007 with 6 pass over PVC antennas. The floating array configuration came online January 2015.",46.619115,-116.646846,Brett Bowersox,brett.bowersox@idfg.idaho.gov,(208) 799-5010,IDFG,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
KLR,NA,INT,Klickitat Riv. Floating Array,"The Klickitat River Floating PIT tag array is located in the lower Klickitat River, Klickitat County, Washington.  The site consists of two arrays (upstream and downstream).  Three 10 foot antennas comprise each array.  Each array spans a width of approximately 32 feet.  Each array is fixed to a channel spanning cable that suspends the arrays on the water surface.  An MTS controller and six IS1001 ACN nodes are deployed to interrogate and record data of PIT tagged fish detected by the array.",Instream Remote Detection System,290.005,295,45.720309,-121.255137,GRA.Below_GRA.Below_GRA_Other.KLR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRS,NA,INT,SF Salmon River at Krassel Cr.,This in-stream interrogation system is located near Krassel Creek at rkm 65 on the South Fork Salmon River.,Instream Remote Detection System,522.303.215.065,1105,44.97847155,-115.7269938,GRA.Salmon.SF_Salmon.SFG.KRS,Salmon,SF_Salmon,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,110,SFSR,SF Salmon,21,GRA SFG KRS,SF Salmon River at Krassel Cr.,Instream Remote Detection System,17060208,South Fork Salmon,522.303.215.065,1105,IN-RIVER PASS-OVER MUX ARRAY,This in-stream interrogation system is located near Krassel Creek at rkm 65 on the South Fork Salmon River.,44.97847155,-115.7269938,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SFMAI-s,South Fork Salmon River,Snake River Basin Steelhead DPS,Salmon River,SFSMA,South Fork Salmon River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
LAP,NA,INT,"Lapwai Creek, near its mouth","In-stream detection system consisting of three arrays located in Lapwai Creek.  The site (LAP) is located at river km 522.224.019.001 (46.443273, -116.812535) and consists of three arrays each having one 20 foot and one 10 foot Biomark flat panel antenna.  Each array spans the entire river at base flow.  LAP is operated by the Nez Perce Tribe Fisheries and cooperators; Reclamation and Quantitative Consultants, Inc. The site was moved 750m upstream from its original location and reinstalled on November 6, 2012.  Electrical power is provided by a Clearwater Power.  Remote communication is provided by a Verizon cell phone modem.",Instream Remote Detection System,522.224.019.001,766,46.443273,-116.812535,GRA.Clearwater.Lapwai.LAP,Clearwater,Lapwai,INT,Adult/Juvenile,Yes,No,USBR,USBR,USBR,120,Lapwai,Lapwai,7,GRA LAPB0 LAPA0,"Lapwai Creek, near its mouth",Instream Remote Detection System,17060306,Clearwater,522.224.019.001,766,UPPER INSTREAM ARRAY,"In-stream detection system consisting of three arrays located in Lapwai Creek.  The site (LAP) is located at river km 522.224.019.001 (46.443273, -116.812535) and consists of three arrays each having one 20 foot and one 10 foot Biomark flat panel antenna.  Each array spans the entire river at base flow.  LAP is operated by the Nez Perce Tribe Fisheries and cooperators; Reclamation and Quantitative Consultants, Inc. The site was moved 750m upstream from its original location and reinstalled on November 6, 2012.  Electrical power is provided by a Clearwater Power.  Remote communication is provided by a Verizon cell phone modem.",46.443273,-116.812535,Anthony Prisciandaro,APrisciandaro@usbr.gov,(208)383-2233,USBR,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRLAP,Lapwai/Big Canyon,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
LB8,NA,INT,Big Eightmile Creek,"This in-stream detection system on Big Eightmile Creek is located approximately 0.5 km upstream of the confluence with the Lemhi River and is comprised of two arrays.  The upstream and downstream arrays each consist of one 10 ft antenna. The site is located 50 meters upstream of the bridge on Idaho state highway 28. LB8 is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. This site is powered by a battery bank, which is charged by solar panels.  Remote communication is provided by a cellular telephone modem. Site was removed in March 2018",Instream Remote Detection System,522.303.416.073.001,1315,44.738218,-113.462458,GRA.Salmon.Lemhi.LLR.LRW.LB8,Salmon,Lemhi,INT,Adult/Juvenile,Yes,No,QCI,QCI/NPT,Unknown,100,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 LRWB0 LRWA0 LB8B0 LB8A0,Big Eightmile Creek,Instream Remote Detection System,17060204,Lemhi,522.303.416.073.001,1315,Upstream Array,"This in-stream detection system on Big Eightmile Creek is located approximately 0.5 km upstream of the confluence with the Lemhi River and is comprised of two arrays.  The upstream and downstream arrays each consist of one 10 ft antenna. The site is located 50 meters upstream of the bridge on Idaho state highway 28. LB8 is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. This site is powered by a battery bank, which is charged by solar panels.  Remote communication is provided by a cellular telephone modem.",44.738218,-113.462458,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
LBC,NA,INT,"Libby Creek, Methow River","LBC is a permanent instream PIT tag interrogation site at RKM 1 on Libby Creek. It was installed in 2009 with a single antenna. In August 20017, the site was modified and now consists of two antennas, with each antenna spanning the wetted width of the channel during base flows. Each row consists of one 10-foot HDPE antenna, installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a QST QuBE ACN controller. The antennas were built and installed by WDFW. The site is operationg on grid power to charge the battery bank that powers the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection. A submersible pressure transducer and temperature probes are installed on site to monitor environmental conditions.",Instream Remote Detection System,843.042.001,886,48.23025,-120.117672,GRA.Below_GRA.Below_GRA_Other.LBC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBS,NA,INT,Big Springs Creek,"An in-stream detection system consisting of two antennas located on Big Springs Creek approximately 300 meters upstream from the confluence with the Lemhi River. LBS is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the spring of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors. The initial configuration of consisting of three arrays of two antennas each was replaced in May 2017 with two 20 ft antennas deployed about 37 meters apart.",Instream Remote Detection System,522.303.416.077.001,1319,44.727349,-113.433214,GRA.Salmon.Lemhi.LLR.LRW.LBS,Salmon,Lemhi,INT,Adult/Juvenile,Yes,No,QCI,QCI/NPT,Unknown,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 LRWB0 LRWA0 LBSB0 LBSA0,Big Springs Creek,Instream Remote Detection System,17060204,Lemhi,522.303.416.077.001,1319,Upstream Antenna,"An in-stream detection system consisting of two antennas located on Big Springs Creek approximately 300 meters upstream from the confluence with the Lemhi River. LBS is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the spring of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors. The initial configuration of consisting of three arrays of two antennas each was replaced in May 2017 with two 20 ft antennas deployed about 37 meters apart.",44.727349,-113.433214,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
LBT,NA,INT,Little Bridge Creek (Twisp R.),"This site contains two permanent allflex antennas and one temporary seasonal antenna. The site is on Little Bridge Creek, just upstream (200m) from its confluence with the Twisp River, in the Methow River watershed of the Upper Columbia Basin.",Instream Remote Detection System,843.066.014.001,924,48.38075,-120.2867,GRA.Below_GRA.Below_GRA_Other.LBT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC1,NA,INT,Lower Lolo Creek at rkm 21,"Instream detection system consisting of a single array located in the Lolo Creek, a tributary to the Clearwater River. The array (LC1) is located at river km 522.224.087.021 (N 46.294434 W -115.976119) and consists of four 20 foot Biomark flat panel antennas that span the entire river at base flow. LC1 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring in November 2011. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by an AC battery switcher and remote communication provided by a land line phone modem.",Instream Remote Detection System,522.224.087.021,854,46.29436015,-115.9761598,GRA.Clearwater.Lolo.LC1,Clearwater,Lolo,INT,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Clearwater,Lolo Creek,12,GRA LC1,Lower Lolo Creek at rkm 21,Instream Remote Detection System,17060306,Clearwater,522.224.087.021,854,SINGLE ARRAY,"Instream detection system consisting of a single array located in the Lolo Creek, a tributary to the Clearwater River. The array (LC1) is located at river km 522.224.087.021 (N 46.294434 W -115.976119) and consists of four 20 foot Biomark flat panel antennas that span the entire river at base flow. LC1 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring in November 2011. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by an AC battery switcher and remote communication provided by a land line phone modem.",46.29436015,-115.9761598,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,CRLOL-s,Lolo Creek,Snake River Basin Steelhead DPS,Clearwater River,CRLOL,Lolo Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
LC2,NA,INT,Upper Lolo Creek at rkm 25,"Instream detection system consisting of a single array located in the Lolo Creek, a tributary to the Clearwater River. The array (LC2) is located at river km 522.224.087.025 (N 46.290562 W -115.934153) and consists of four 20 foot Biomark flat panel antennas that span the entire river at base flow. LC2 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring in November 2011. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided using a solar/propane hybrid thermal electric generator and remote communication provided by a satellite phone modem.",Instream Remote Detection System,522.224.087.025,858,46.29049792,-115.9337471,GRA.Clearwater.Lolo.LC1.LC2,Clearwater,Lolo,INT,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Clearwater,Lolo Creek,12,GRA LC1 LC2,Upper Lolo Creek at rkm 25,Instream Remote Detection System,17060306,Clearwater,522.224.087.025,858,SINGLE ARRAY,"Instream detection system consisting of a single array located in the Lolo Creek, a tributary to the Clearwater River. The array (LC2) is located at river km 522.224.087.025 (N 46.290562 W -115.934153) and consists of four 20 foot Biomark flat panel antennas that span the entire river at base flow. LC2 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring in November 2011. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided using a solar/propane hybrid thermal electric generator and remote communication provided by a satellite phone modem.",46.29049792,-115.9337471,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,CRLOL-s,Lolo Creek,Snake River Basin Steelhead DPS,Clearwater River,CRLOL,Lolo Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
LCL,NA,INT,"Lee Creek, Lemhi R. Basin","In-stream detection system currently consisting of two antennas located in Lee Creek approximately 50 meters upstream of the confluence with the Lemhi River. The Lee Creek array site is located 140 m below the culvert on Highway 28. LCL is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in December 2013. This site is powered by a 24 volt solar powered system and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors. The initial site configuration consisting of three antennas deployed about 10 meters apart was replaced in October 2016 with two 10 ft antennas deployed about 20 meters apart. Site was removed in April 2018",Instream Remote Detection System,522.303.416.079.001,1321,44.74707422,-113.474641,GRA.Salmon.Lemhi.LLR.LRW.LCL,Salmon,Lemhi,INT,Adult/Juvenile,Yes,No,QCI,QCI/NPT,Unknown,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 LRWB0 LRWA0 LCLB0 LCLA0,"Lee Creek, Lemhi R. Basin",Instream Remote Detection System,17060204,Lemhi,522.303.416.079.001,1321,Upstream Antenna,"In-stream detection system currently consisting of two antennas located in Lee Creek approximately 50 meters upstream of the confluence with the Lemhi River. The Lee Creek array site is located 140 m below the culvert on Highway 28. LCL is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in December 2013. This site is powered by a 24 volt solar powered system and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors. The initial site configuration consisting of three antennas deployed about 10 meters apart was replaced in October 2016 with two 10 ft antennas deployed about 20 meters apart.",44.74707422,-113.474641,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
LD1,NA,INT,Lebanon Dam South Ladder,"Instream detection array in the south adult fish ladder at Lebanon Dam on the South Santiam River, a tributary to the Willamette River. The array is one of four interrogation sites located at or near the dam. This site is monitored by one Biomark IS-1001-Master Controler and 4x Biomark IS1001-ACNs. Addional hardware includes a cell modem, grid-supplied power configured to charge 24V battery-banks to isolate power for the Master Controller and serve as battery backup in the case of a power outage. The antenna configuration in the ladder consists of an upstream and a downstream array (making efficiency estimates possible). The upstream array is a line of three separate pass-thru antennas. Each antenna spans from pier to pier, and completely interrogates the up-stream most ladder-exit. The downstream array consists of a single antenna, which interrogates the up-stream most ladder weir. All antennas are low-profile ferrite-shielded pass-through antennas.",Adult Fishway,163.174.019.032,388,44.5161,-122.862744,GRA.Below_GRA.Below_GRA_Other.LD1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LD2,NA,INT,Lebanon Dam North Ladder,"Instream detection array in the North Fish Ladder at Lebanon Dam on the South Santiam River, a tributary to the Willamette River. The array is one of four interrogation sites located at or near the dam. This site is monitored by one Biomark IS-1001-Master Controller and 4x Biomark IS1001-ACNs. Additional hardware includes a cell modem, grid supplied power which charges 24V battery-banks to isolate power from the Master Controller and serve as battery backup in case of a power outage. The antenna configuration consists of upstream, middle, and downstream arrays. The upstream array is a single pass-thru antenna at the ladder exit. The middle array consists of two pass-through antennas which cover every route through the #5 ladder weir. One antenna spans the upstream side of the weir and one antenna covers the auxiliary water chute. The downstream array is a single pass-thru antenna on the downstream side of the #5 weir. All antennas are low-profile ferrite-shielded pass-through antennas.",Adult Fishway,163.174.019.032,388,44.51711306,-122.8627862,GRA.Below_GRA.Below_GRA_Other.LD2,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LD3,NA,INT,Lebanon Dam Diversion Bypass,"Instream detection array in the Diversion V-Screen bypass channel at Lebanon Dam on the South Santiam River, a tributary to the Willamette River. The array is one of four interrogation sites located at or near the dam. This site is monitored by 2x Biomark IS1001-ACNs synchronized for detection timing. Additional hardware includes a cell modem, grid supplied power configured to charge 24V battery-banks which isolate power to the ACN’s from the grid and serve as battery backup in the case of a power outage. This site consists of two antennas in series (making efficiency estimates possible). Each antenna is a single pass-thru antenna around the 36” HDPE bypass pipe. The pipe transports water back to the South Santiam downstream of the dam. Each antenna is a flexible low-profile pass-through antenna. The V-screen and pipe are designed to divert fish away from a diversion canal that supplies irrigation water to the area.",Juvenile Fish Bypass Facility,163.174.019.032,388,44.515356,-122.862182,GRA.Below_GRA.Below_GRA_Other.LD3,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LD4,NA,INT,Lebanon Dam Spillway,"Instream detection array at the Lebanon Dam Spillway. Lebanon Dam is located near Lebanon Oregon on the South Santiam River, a tributary to the Wilammette River. The array is one of four interrogation sites located at or near the dam. This site is monitored by two synchronized Biomark IS-1001-Master Controllers and 15x Biomark IS1001-ACNs. Additional hardware at the site includes cell modems for data-transfer, grid supplied power charging 24V battery-banks to isolate grid power from the Master Controller and serve as backup in the case of a power outage. The antenna configuration is a single line of fifteen antennas on the upstream sill of the Obemeyer Weir, each approximately twenty feet in length (efficiency estimates are not possible without direct tag-testing). The antennas are designed to detect fish as the water is beginning to accelerate off the spillway.  Antennas are ferrite shielded to prevent interference from the weir and rebar. The site is on the city of Albany property.",Juvenile Fish Bypass Facility,163.174.019.032,388,44.516647,-122.862835,GRA.Below_GRA.Below_GRA_Other.LD4,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LEA,NA,INT,Leaburg Dam Combined Fishways,"Leaburg Dam is located at km 56 on the McKenzie River, east of Eugene, OR.  The screened bypass diverts downstream migrants from the turbine intakes.  Dual FDX/HDX PIT tag detectors were installed in the bypass exit in December 2009.  Smolts can also pass through the spillway.  There is a fish ladder located on each bank. The antennas in the fish ladders never reported data to PTAGIS. Site was upgraded from RM310 reader boards to IS1001s in May 2016. The IS1001s were set to read FDX tags only. A third antenna was added June 2017.",Combined Dam Location; separate detections of upstream and downstream migrants.,163.282.056.000,501,44.136842,-122.61239,GRA.Below_GRA.Below_GRA_Other.LEA,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LEL,NA,INT,Leaburg Dam Fish Ladders,"Fish Ladder detection arrays at Leaburg Dam on the McKenzie R, a tributary to the Wilammette R.  The arrays are in the east and west ladders near the upstream ladder exits.  The site includes an IS-1001-MC and four IS1001-ACN’s, cell modem, power supply and four antennas.  The antenna configuration for the West ladder consists of two full spanning pass-thru antennas, one immediately adjacent to the other.  Detection for the MC is set at both HDX and FDX detection to enable detection of Salmon/Steelhead, Bull Trout, and Lamprey.  The East Ladder has a full-spanning pass-thru antenna and a ladder-window antenna that interrogates the volume of water immediately adjacent to the viewing window located in the fish ladder.  Each configuration allows for determining system efficiency.  The antennas are all custom-built with ferrite shielding and 10 ga Litz-wire.   The site is on grid power, with battery back-up.  The site is on EWEB property, and managed by the Eugene Water and Electric Board.",Adult Fishway,163.282.056,501,44.137651,-122.612041,GRA.Below_GRA.Below_GRA_Other.LEL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LFF,NA,INT,Lyle Falls Fishway,The Lyle Falls Fishway interrogation site consists of three pass-through antennas in series in the fishway channel and a wet lab for sampling fish.,Adult Fishway,290.004,294,45.716414,-121.259747,GRA.Below_GRA.Below_GRA_Other.LFF,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHC,NA,INT,Leavenworth NFH Coho Releases,"The interrogation site is installed upon hatchery release of juvenile coho that are reared at Leavenworth National Fish Hatchery. The site consists of four model 2001F-ISO portable, PIT tag detection units using paddle antennas, placed directly on the hose during release. The system will only be operation for one week during the year, typically mid-April.",Monitored Fish Release,754.041.005,800,47.558898,-120.674835,GRA.Below_GRA.Below_GRA_Other.LHC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKR,NA,INT,Little Klickitat River Array,"The Little Klickitat River PIT tag interrogation array is located in the Little Klickitat River, a tributary to the Klickitat River, Klickitat County, Washington.  The PIT tag array is located approximately 0.4 kilometers upstream from the confluence with the Klickitat River. The site consists of two channel spanning arrays (2x2 antenna configuration). Each array spans a width of approximately 10 meters. Antennas are fixed to the substrate in a pass-over configuration.  An MTS controller and four IS1001 ACN nodes are deployed to interrogate and record data of PIT tagged fish detected by the array.",Instream Remote Detection System,290.033.001,324,45.844255,-121.059839,GRA.Below_GRA.Below_GRA_Other.LKR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
