"ID","TagID","ObsDate","lastObsDate","SiteID","Node","AutoProcStatus","UserProcStatus","ModelObs","ValidPath","UserComment","BranchNum","Group","NodeOrder","Direction","Migration","TrapDate"
607,"3D9.1C2DDC86B0",5/11/2016 10:00:00,5/11/2016 20:29:29,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
608,"3D9.1C2DDC89BC",5/11/2016 10:00:00,5/11/2016 10:32:54,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
609,"3D9.1C2DDC89BC",5/16/2016 20:05:28,5/16/2016 20:05:28,"SC1","SC1",1,1,1,1,,"13","SFClearwater",2.00,"Up","Upstream",5/11/2016 0:00:00
610,"3D9.1C2DDC8A01",5/11/2016 10:00:00,5/12/2016 7:23:37,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
611,"3D9.1C2DDC8A01",5/28/2016 9:15:43,5/28/2016 9:15:43,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/11/2016 0:00:00
612,"3D9.1C2DDC8C2D",5/11/2016 10:00:00,5/11/2016 14:28:51,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
613,"3D9.1C2DDC8EC1",5/11/2016 10:00:00,5/11/2016 18:07:16,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
614,"3D9.1C2DDC93FF",5/11/2016 10:00:00,5/11/2016 17:43:27,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
615,"3D9.1C2DDC94D2",5/11/2016 10:00:00,5/11/2016 18:35:57,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
616,"3D9.1C2DDC96BC",5/11/2016 10:00:00,5/11/2016 11:20:52,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
617,"3D9.1C2DDC9822",5/11/2016 10:00:00,5/11/2016 14:28:50,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
618,"3D9.1C2DDC9822",6/14/2016 12:37:37,6/14/2016 12:37:37,"USE","USE",1,1,1,1,,"26","UpperSalmon",2.00,"Up","Upstream",5/11/2016 0:00:00
619,"3D9.1C2DDC9822",6/15/2016 10:13:10,6/15/2016 10:13:10,"USI","USI",1,1,1,1,,"26","UpperSalmon",3.00,"Up","Upstream",5/11/2016 0:00:00
620,"3D9.1C2DDC9822",8/28/2016 0:08:21,8/28/2016 0:11:03,"VC2","VC2",1,1,1,1,,"26","UpperSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
621,"3D9.1C2DDC9822",8/28/2016 6:01:47,8/28/2016 9:18:28,"VC1","VC1",1,1,1,1,,"26","UpperSalmon",5.00,"Up","Upstream",5/11/2016 0:00:00
622,"3D9.1C2DDC9936",5/11/2016 10:00:00,5/11/2016 11:53:10,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
623,"3D9.1C2DDC9A02",5/11/2016 10:00:00,5/12/2016 7:09:46,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
624,"3D9.1C2DDC9A02",6/29/2016 3:41:10,6/29/2016 3:41:10,"WR1","WR1",1,1,1,1,,"18","Wallowa",2.00,"Up","Upstream",5/11/2016 0:00:00
625,"3D9.1C2DDCA03A",5/11/2016 10:00:00,5/12/2016 9:36:31,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
626,"3D9.1C2DDCA1BD",5/11/2016 10:00:00,5/11/2016 14:03:16,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
627,"3D9.1C2DDCA306",5/11/2016 10:00:00,5/11/2016 15:06:54,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
628,"3D9.1C2DDCA306",5/29/2016 19:55:56,5/29/2016 19:55:56,"SC1","SC1",1,1,1,1,,"13","SFClearwater",2.00,"Up","Upstream",5/11/2016 0:00:00
629,"3D9.1C2DDCA332",5/11/2016 10:00:00,5/11/2016 18:44:37,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
630,"3D9.1C2DDCA332",5/24/2016 13:13:51,5/24/2016 13:13:51,"LC1","LC1",1,1,1,1,,"12","Lolo",2.00,"Up","Upstream",5/11/2016 0:00:00
631,"3D9.1C2DDCA332",5/25/2016 14:56:19,5/25/2016 14:56:19,"LC2","LC2",1,1,1,1,,"12","Lolo",3.00,"Up","Upstream",5/11/2016 0:00:00
632,"3D9.1C2DDCAD3A",5/11/2016 10:00:00,5/12/2016 13:26:42,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
633,"3D9.1C2DDCAE57",5/11/2016 10:00:00,5/11/2016 12:17:38,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
634,"3D9.1C2DDCAEED",5/11/2016 10:00:00,5/11/2016 15:27:08,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
635,"3D9.1C2DDCAEED",6/6/2016 13:00:00,6/6/2016 13:00:00,"LOOH","LOOKGC",1,1,1,1,,"17","LookingGlass",2.00,"Up","Upstream",5/11/2016 0:00:00
636,"3D9.1C2DDCB1A2",5/11/2016 10:00:00,5/11/2016 14:06:30,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
637,"3D9.1C2DDCB1A2",6/28/2016 6:10:17,6/28/2016 6:10:17,"YFK","YFKB0",1,1,1,1,,"26","UpperSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
638,"3D9.1C2DDCB1A2",6/28/2016 6:10:33,6/29/2016 8:30:00,"YFK","YFKA0",1,1,1,1,,"26","UpperSalmon",5.00,"Up","Upstream",5/11/2016 0:00:00
639,"3D9.1C2DDCB46C",5/11/2016 8:33:47,5/11/2016 10:00:00,"GRA","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
640,"3D9.1C2DDCB4CA",5/11/2016 10:00:00,5/11/2016 14:19:50,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
641,"3D9.1C2DDCB65A",5/11/2016 10:00:00,5/11/2016 16:03:54,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
642,"3D9.1C2DDCB6FF",5/11/2016 10:00:00,5/11/2016 12:24:39,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
643,"3D9.1C2DDCBDB7",5/11/2016 10:00:00,5/11/2016 14:25:01,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
644,"3D9.1C2DDCC4A1",5/11/2016 10:00:00,5/11/2016 16:08:24,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
645,"3D9.1C2DDCC4A1",5/28/2016 23:39:31,5/28/2016 23:39:31,"WR1","WR1",1,1,1,1,,"18","Wallowa",2.00,"Up","Upstream",5/11/2016 0:00:00
646,"3D9.1C2DDCC66B",5/11/2016 10:00:00,5/11/2016 10:30:52,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
647,"3D9.1C2DDCC722",5/11/2016 10:00:00,5/11/2016 13:19:38,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
648,"3D9.1C2DDCC722",6/27/2016 13:24:41,6/27/2016 15:38:22,"STL","STL",1,1,1,1,,"26","UpperSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
649,"3D9.1C2DDCCA7C",5/11/2016 10:00:00,5/11/2016 18:21:03,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
650,"3D9.1C2DDCCA93",5/11/2016 10:00:00,5/11/2016 18:42:18,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
651,"3D9.1C2DDCCA93",5/29/2016 3:06:30,5/29/2016 3:06:30,"WR1","WR1",1,1,1,1,,"18","Wallowa",2.00,"Up","Upstream",5/11/2016 0:00:00
652,"3D9.1C2DDCCAFD",5/11/2016 10:00:00,5/11/2016 15:10:46,"LGRLDR","GRA",1,1,1,0,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
653,"3D9.1C2DDCCAFD",6/6/2016 16:27:57,6/6/2016 16:27:57,"LLR","LLRB0",1,1,1,0,,"25","Lemhi",2.00,"Up","Upstream",5/11/2016 0:00:00
654,"3D9.1C2DDCCAFD",6/6/2016 16:29:07,6/6/2016 16:29:07,"LLR","LLRA0",1,1,1,0,,"25","Lemhi",3.00,"Up","Upstream",5/11/2016 0:00:00
655,"3D9.1C2DDCCAFD",8/14/2016 23:04:00,8/14/2016 23:04:00,"LRW","LRWB0",0,1,1,0,,"25","Lemhi",4.00,"Up","Upstream",5/11/2016 0:00:00
656,"3D9.1C2DDCCAFD",8/15/2016 1:16:30,8/15/2016 1:16:30,"LRW","LRWA0",0,1,1,0,"assigned to LRW","25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
657,"3D9.1C2DDCCAFD",8/15/2016 5:35:44,8/15/2016 5:35:44,"LRW","LRWB0",0,1,0,0,,"25","Lemhi",4.00,"Down","Upstream",5/11/2016 0:00:00
658,"3D9.1C2DDCCAFD",8/15/2016 5:36:30,8/15/2016 7:23:31,"LRW","LRWA0",0,1,0,0,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
659,"3D9.1C2DDCCAFD",8/15/2016 7:24:50,8/15/2016 18:24:12,"LRW","LRWB0",0,1,0,0,,"25","Lemhi",4.00,"Down","Upstream",5/11/2016 0:00:00
660,"3D9.1C2DDCCAFD",8/15/2016 18:26:23,8/15/2016 18:41:27,"LRW","LRWA0",0,1,0,0,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
661,"3D9.1C2DDCCAFD",8/15/2016 18:41:33,8/15/2016 20:50:00,"LRW","LRWB0",0,1,0,0,,"25","Lemhi",4.00,"Down","Upstream",5/11/2016 0:00:00
662,"3D9.1C2DDCCAFD",8/15/2016 20:51:13,8/16/2016 3:17:53,"LRW","LRWA0",0,1,0,0,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
663,"3D9.1C2DDCCAFD",8/17/2016 22:59:24,8/17/2016 22:59:24,"LRW","LRWB0",0,1,0,0,,"25","Lemhi",4.00,"Down","Upstream",5/11/2016 0:00:00
664,"3D9.1C2DDCCAFD",8/17/2016 22:59:57,8/17/2016 23:28:30,"LRW","LRWA0",0,1,0,0,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
665,"3D9.1C2DDCCAFD",8/17/2016 23:28:43,8/18/2016 19:33:31,"LRW","LRWB0",0,1,0,0,,"25","Lemhi",4.00,"Down","Upstream",5/11/2016 0:00:00
666,"3D9.1C2DDCCAFD",8/18/2016 19:34:10,8/19/2016 17:06:56,"LRW","LRWA0",0,1,0,0,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
667,"3D9.1C2DDCCAFD",8/22/2016 3:54:01,8/22/2016 3:54:01,"HYC","HYCB0",1,0,0,0,,"25","Lemhi",4.00,"NA","Upstream",5/11/2016 0:00:00
668,"3D9.1C2DDCCAFD",8/22/2016 3:54:54,9/1/2016 8:44:21,"HYC","HYCA0",1,0,0,0,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
669,"3D9.1C2DDCCC18",5/11/2016 10:00:00,5/11/2016 18:02:36,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
670,"3D9.1C2DDCCC74",5/11/2016 10:00:00,5/20/2016 17:21:07,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
671,"3D9.1C2DDCCC74",5/30/2016 7:27:09,5/30/2016 7:27:09,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/11/2016 0:00:00
672,"3D9.1C2DDCCC87",5/11/2016 10:00:00,5/11/2016 10:46:51,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
673,"3D9.1C2DDCCCE8",5/11/2016 10:00:00,5/11/2016 14:59:13,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
674,"3D9.1C2DDCD03E",5/11/2016 10:00:00,5/12/2016 7:49:29,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
675,"3D9.1C2DDCD08A",5/11/2016 10:00:00,5/11/2016 11:27:11,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
676,"3D9.1C2DDCD08A",5/19/2016 19:10:16,5/20/2016 5:24:40,"IR2","IR2",1,1,1,1,,"11","ImnahaRiver",3.00,"Up","Upstream",5/11/2016 0:00:00
677,"3D9.1C2DDCD08A",6/1/2016 15:56:22,6/1/2016 15:57:22,"IR3","IR3B0",1,1,1,1,,"11","ImnahaRiver",4.00,"Up","Upstream",5/11/2016 0:00:00
678,"3D9.1C2DDCD36A",5/11/2016 10:00:00,5/11/2016 13:08:27,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
679,"3D9.1C2DDCD442",5/11/2016 10:00:00,5/11/2016 15:06:28,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
680,"3D9.1C2DDCD5CF",5/11/2016 10:00:00,5/12/2016 7:03:50,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
681,"3D9.1C2DDCD704",5/11/2016 10:00:00,5/15/2016 7:43:19,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
682,"3D9.1C2DDCD704",5/26/2016 18:32:30,5/26/2016 18:32:30,"SC1","SC1",1,1,1,1,,"13","SFClearwater",2.00,"Up","Upstream",5/11/2016 0:00:00
683,"3D9.1C2DDCD704",6/29/2016 7:00:00,6/29/2016 7:00:00,"CROTRP","SC2A0",1,1,1,1,,"13","SFClearwater",4.00,"Up","Upstream",5/11/2016 0:00:00
684,"3D9.1C2DDCDAE4",5/11/2016 10:00:00,5/12/2016 6:00:51,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
685,"3D9.1C2DDCDE96",5/11/2016 10:00:00,5/11/2016 14:48:42,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
686,"3D9.1C2DDCDF1A",5/11/2016 10:00:00,5/11/2016 12:17:06,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
687,"3D9.1C2DDCDF1A",8/29/2016 0:00:00,8/29/2016 0:00:00,"MCCA","STR",1,1,1,1,,"21","SFSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
688,"3D9.1C2DDCDFFD",5/11/2016 10:00:00,5/11/2016 14:52:15,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
689,"3D9.1C2DDCDFFD",5/25/2016 11:43:24,5/25/2016 11:43:24,"IR1","IR1",1,1,1,1,,"11","ImnahaRiver",2.00,"Up","Upstream",5/11/2016 0:00:00
690,"3D9.1C2DDCDFFD",5/25/2016 21:36:16,5/26/2016 3:24:54,"IR2","IR2",1,1,1,1,,"11","ImnahaRiver",3.00,"Up","Upstream",5/11/2016 0:00:00
691,"3D9.1C2DDCDFFD",6/3/2016 18:52:11,6/3/2016 18:52:11,"BSC","BSCB0",1,1,1,1,,"11","ImnahaRiver",4.00,"Up","Upstream",5/11/2016 0:00:00
692,"3D9.1C2DDCDFFD",6/3/2016 18:53:40,6/3/2016 18:53:42,"BSC","BSCA0",1,1,1,1,,"11","ImnahaRiver",5.00,"Up","Upstream",5/11/2016 0:00:00
693,"3D9.1C2DDCE38B",5/11/2016 10:00:00,5/11/2016 17:23:03,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
694,"3D9.1C2DDCE38B",5/26/2016 3:51:50,5/26/2016 3:51:50,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/11/2016 0:00:00
695,"3D9.1C2DDCE38B",6/2/2016 13:00:00,6/2/2016 13:00:00,"GRANDW","GRANDW",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",5/11/2016 0:00:00
696,"3D9.1C2DDCE54B",5/11/2016 10:00:00,5/11/2016 12:29:26,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
697,"3D9.1C2DDCE54B",8/31/2016 10:00:00,8/31/2016 10:00:00,"LOSTIW","LOSTIW",1,1,1,1,,"18","Wallowa",3.00,"Up","Upstream",5/11/2016 0:00:00
698,"3D9.1C2DDCE688",5/11/2016 10:00:00,5/11/2016 14:44:27,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
699,"3D9.1C2DDCE688",5/30/2016 15:01:57,5/30/2016 15:01:57,"LC1","LC1",1,1,1,1,,"12","Lolo",2.00,"Up","Upstream",5/11/2016 0:00:00
700,"3D9.1C2DDCE832",5/11/2016 10:00:00,5/11/2016 15:28:03,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
701,"3D9.1C2DDCE832",6/6/2016 13:00:00,6/6/2016 13:00:00,"LOOH","LOOKGC",1,1,1,1,,"17","LookingGlass",2.00,"Up","Upstream",5/11/2016 0:00:00
702,"3D9.1C2DDCEBE6",5/11/2016 10:00:00,5/11/2016 13:07:51,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
703,"3D9.1C2DDCEBE6",6/10/2016 18:45:14,6/10/2016 18:45:14,"ZEN","ZENB0",1,1,1,1,,"21","SFSalmon",3.00,"Up","Upstream",5/11/2016 0:00:00
704,"3D9.1C2DDCEBE6",6/10/2016 18:58:36,6/10/2016 18:58:36,"ZEN","ZENA0",1,1,1,1,,"21","SFSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
705,"3D9.1C2DDCEC9C",5/11/2016 10:00:00,5/12/2016 22:40:21,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
706,"3D9.1C2DDCED18",5/11/2016 10:00:00,5/12/2016 17:37:04,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
707,"3D9.1C2DDCED18",6/11/2016 17:10:51,6/11/2016 17:10:51,"TAY","TAYB0",1,1,1,1,,"22","BigCreek",2.00,"Up","Upstream",5/11/2016 0:00:00
708,"3D9.1C2DDCEF5D",5/11/2016 10:00:00,5/11/2016 10:43:59,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
709,"3D9.1C2DDCF019",5/11/2016 10:00:00,5/11/2016 15:51:01,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
710,"3D9.1C2DDCF019",6/28/2016 4:07:13,7/6/2016 16:12:22,"STL","STL",1,1,1,1,,"26","UpperSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
711,"3D9.1C2DDCF0F1",5/11/2016 10:00:00,5/12/2016 14:33:35,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
712,"3D9.1C2DDCF0F1",5/26/2016 11:25:11,5/26/2016 11:25:11,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/11/2016 0:00:00
713,"3D9.1C2DDCF0F1",6/3/2016 15:44:44,6/3/2016 15:44:44,"CCW","CCWB0",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",5/11/2016 0:00:00
714,"3D9.1C2DDCF0F1",6/3/2016 15:44:51,6/3/2016 15:44:51,"CCW","CCWA0",1,1,1,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/11/2016 0:00:00
715,"3D9.1C2DDCF0F1",6/4/2016 13:00:00,6/4/2016 13:00:00,"CATHEW","CATHEW",1,1,1,1,,"19","GrandeRonde",5.00,"Up","Upstream",5/11/2016 0:00:00
716,"3D9.1C2DDCF5D0",5/11/2016 10:00:00,5/11/2016 10:00:00,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
717,"3D9.1C2DDCF5FE",5/11/2016 10:00:00,5/12/2016 4:33:15,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
718,"3D9.1C2DDCF5FE",6/10/2016 18:07:36,6/10/2016 18:07:36,"LLR","LLRB0",1,1,1,1,,"25","Lemhi",2.00,"Up","Upstream",5/11/2016 0:00:00
719,"3D9.1C2DDCF5FE",6/10/2016 18:08:13,6/10/2016 18:10:13,"LLR","LLRA0",1,1,1,1,,"25","Lemhi",3.00,"Up","Upstream",5/11/2016 0:00:00
720,"3D9.1C2DDCF5FE",6/21/2016 16:23:03,6/21/2016 16:23:03,"HYC","HYCA0",1,1,1,1,,"25","Lemhi",5.00,"Up","Upstream",5/11/2016 0:00:00
721,"3D9.1C2DDCF67D",5/11/2016 9:30:48,5/11/2016 10:00:00,"GRA","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
722,"3D9.1C2DDCF67D",6/5/2016 16:10:00,6/6/2016 13:00:00,"LOOH","LOOKGC",1,1,1,1,,"17","LookingGlass",2.00,"Up","Upstream",5/11/2016 0:00:00
723,"3D9.1C2DDCF870",5/11/2016 10:00:00,5/11/2016 16:02:33,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
724,"3D9.1C2DDCF8C7",5/11/2016 10:00:00,5/11/2016 12:54:00,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
725,"3D9.1C2DDCF8C7",7/20/2016 4:48:33,7/20/2016 4:48:33,"WR1","WR1",1,1,1,1,,"18","Wallowa",2.00,"Up","Upstream",5/11/2016 0:00:00
726,"3D9.1C2DDCFBA8",5/11/2016 10:00:00,5/11/2016 13:22:55,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
727,"3D9.1C2DDCFD47",5/11/2016 10:00:00,5/22/2016 16:51:47,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
728,"3D9.1C2DDCFEEC",5/11/2016 10:00:00,5/11/2016 17:39:41,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
729,"3D9.1C2DDCFEEC",6/6/2016 6:30:32,6/6/2016 6:30:32,"SFG","SFG",1,1,1,1,,"21","SFSalmon",2.00,"Up","Upstream",5/11/2016 0:00:00
730,"3D9.1C2DDCFEEC",6/21/2016 3:26:25,6/22/2016 0:00:00,"STR","STR",1,1,1,1,,"21","SFSalmon",4.00,"Up","Upstream",5/11/2016 0:00:00
731,"3D9.1C2DDD0002",5/11/2016 10:00:00,5/11/2016 10:15:19,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
732,"3D9.1C2DDD03F2",5/11/2016 8:51:17,5/11/2016 10:00:00,"GRA","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
733,"3D9.1C2DDD03F2",6/5/2016 16:24:00,6/6/2016 13:00:00,"LOOH","LOOKGC",1,1,1,1,,"17","LookingGlass",2.00,"Up","Upstream",5/11/2016 0:00:00
734,"3D9.1C2DDD0667",5/11/2016 10:00:00,5/11/2016 19:14:40,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
735,"3D9.1C2DDD0667",5/23/2016 11:49:56,5/23/2016 11:49:56,"SC1","SC1",1,1,1,1,,"13","SFClearwater",2.00,"Up","Upstream",5/11/2016 0:00:00
736,"3D9.1C2DDD06E4",5/11/2016 10:00:00,5/13/2016 15:26:14,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
737,"3D9.1C2DDD06E4",5/26/2016 9:40:11,5/26/2016 10:00:26,"IR1","IR1",1,1,1,1,,"11","ImnahaRiver",2.00,"Up","Upstream",5/11/2016 0:00:00
738,"3D9.1C2DDD06E4",5/29/2016 18:18:25,5/30/2016 13:02:11,"IR2","IR2",1,1,1,1,,"11","ImnahaRiver",3.00,"Up","Upstream",5/11/2016 0:00:00
739,"3D9.1C2DDD06E4",6/19/2016 18:50:32,6/19/2016 18:50:32,"IR3","IR3B0",1,1,1,1,,"11","ImnahaRiver",4.00,"Up","Upstream",5/11/2016 0:00:00
740,"3D9.1C2DDD06E4",8/13/2016 2:23:32,8/13/2016 2:23:32,"IR4","IR4B0",1,1,1,1,,"11","ImnahaRiver",6.00,"Up","Upstream",5/11/2016 0:00:00
741,"3D9.1C2DDD06E4",8/13/2016 2:24:14,8/13/2016 2:24:14,"IR4","IR4A0",1,1,1,1,,"11","ImnahaRiver",7.00,"Up","Upstream",5/11/2016 0:00:00
742,"3D9.1C2DDD06E4",8/13/2016 3:30:34,8/13/2016 3:30:34,"IML","IMLB0",1,1,1,1,,"11","ImnahaRiver",8.00,"Up","Upstream",5/11/2016 0:00:00
743,"3D9.1C2DDD06E4",8/13/2016 3:37:05,8/13/2016 3:38:33,"IML","IMLA0",1,1,1,1,,"11","ImnahaRiver",9.00,"Up","Upstream",5/11/2016 0:00:00
744,"3D9.1C2DDD06E4",8/14/2016 13:00:00,8/14/2016 13:00:00,"IMNAHW","IMNAHW",1,1,1,1,,"11","ImnahaRiver",10.00,"Up","Upstream",5/11/2016 0:00:00
745,"3D9.1C2DDD06E4",8/14/2016 13:03:12,8/14/2016 13:03:12,"IR5","IR5B0",1,1,1,1,,"11","ImnahaRiver",11.00,"Up","Upstream",5/11/2016 0:00:00
746,"3D9.1C2DDD06E4",8/14/2016 13:03:46,8/14/2016 13:03:46,"IR5","IR5A0",1,1,1,1,,"11","ImnahaRiver",12.00,"Up","Upstream",5/11/2016 0:00:00
747,"3D9.1C2DDD0748",5/11/2016 10:00:00,5/11/2016 19:33:07,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/11/2016 0:00:00
