"ID","TagID","ObsDate","lastObsDate","SiteID","Node","AutoProcStatus","UserProcStatus","ModelObs","ValidPath","UserComment","TrapDate","BranchNum","Group","NodeOrder","Direction","Migration"
678,"3DD.00775D6153",9/20/2016 12:35:25,9/20/2016 12:35:25,"IR1","IR1",1,1,1,1,,8/12/2016 0:00:00,"11","ImnahaRiver",2.00,"Up","Upstream"
679,"3DD.00775D61AD",8/12/2016 10:00:00,8/21/2016 0:44:22,"LGRLDR","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
680,"3DD.00775D8178",8/12/2016 10:00:00,8/14/2016 11:36:50,"LGRLDR","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
681,"3DD.00775DB198",8/12/2016 9:42:02,8/12/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
682,"3DD.00775DB96D",8/12/2016 10:00:00,8/12/2016 15:09:23,"LGRLDR","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
683,"3DD.00775DC62E",8/12/2016 10:00:00,8/12/2016 14:16:34,"LGRLDR","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
684,"3DD.00775DC7C2",8/12/2016 10:00:00,8/12/2016 10:54:11,"LGRLDR","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
685,"3DD.00775DE277",8/12/2016 10:00:00,8/18/2016 8:23:53,"LGRLDR","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
686,"3DD.00775E185E",8/12/2016 9:47:52,8/12/2016 10:17:04,"GRA","GRA",1,1,1,1,,8/12/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
687,"3DD.00775D0FDF",8/15/2016 10:00:00,8/15/2016 10:46:49,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
688,"3DD.00775D2C8C",8/15/2016 9:44:46,8/23/2016 15:26:28,"GRA","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
689,"3DD.00775D2C8C",5/23/2017 16:23:12,5/23/2017 16:23:12,"LLR","LLRB0",1,1,1,1,,8/15/2016 0:00:00,"25","Lemhi",2.00,"Up","Upstream"
690,"3DD.00775D2C8C",5/23/2017 16:45:42,5/23/2017 16:45:42,"LLR","LLRA0",1,1,1,1,,8/15/2016 0:00:00,"25","Lemhi",3.00,"Up","Upstream"
691,"3DD.00775D392C",8/15/2016 10:00:00,8/15/2016 12:17:04,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
692,"3DD.00775D67E0",8/15/2016 9:29:07,8/18/2016 12:50:15,"GRA","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
693,"3DD.00775D6F5A",8/15/2016 10:00:00,8/24/2016 16:46:20,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
694,"3DD.00775D825E",8/15/2016 10:00:00,8/15/2016 10:17:39,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
695,"3DD.00775D825E",3/4/2017 21:43:58,3/4/2017 21:43:58,"IR1","IR1",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",2.00,"Up","Upstream"
696,"3DD.00775D825E",3/5/2017 5:03:26,3/5/2017 5:03:26,"IR2","IR2",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",3.00,"Up","Upstream"
697,"3DD.00775D825E",3/20/2017 16:31:45,3/20/2017 18:19:47,"BSC","BSCB0",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",4.00,"Up","Upstream"
698,"3DD.00775D825E",3/20/2017 18:26:01,3/20/2017 18:26:01,"BSC","BSCA0",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",5.00,"Up","Upstream"
699,"3DD.00775D84B2",8/15/2016 10:00:00,8/15/2016 11:50:46,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
700,"3DD.00775D84B2",3/3/2017 0:23:19,3/3/2017 0:23:19,"WR1","WR1",1,1,1,1,,8/15/2016 0:00:00,"18","Wallowa",2.00,"Up","Upstream"
701,"3DD.00775D86F9",8/15/2016 10:00:00,8/15/2016 13:39:37,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
702,"3DD.00775D9F71",8/15/2016 9:42:38,8/15/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
703,"3DD.00775DEE65",8/15/2016 10:00:00,8/15/2016 13:35:03,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
704,"3DD.00775DEE65",3/24/2017 5:31:13,3/24/2017 5:31:13,"UGR","UGR",1,1,1,1,,8/15/2016 0:00:00,"19","GrandeRonde",2.00,"Up","Upstream"
705,"3DD.00775E01E6",8/15/2016 10:00:00,8/15/2016 10:44:55,"LGRLDR","GRA",1,1,1,1,,8/15/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
706,"3DD.00775E01E6",3/9/2017 23:12:25,3/9/2017 23:12:25,"IR1","IR1",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",2.00,"Up","Upstream"
707,"3DD.00775E01E6",3/10/2017 4:54:38,3/10/2017 4:54:38,"IR2","IR2",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",3.00,"Up","Upstream"
708,"3DD.00775E01E6",3/26/2017 12:00:00,3/26/2017 12:00:00,"LSHEEF","LSHEEF",1,1,1,1,,8/15/2016 0:00:00,"11","ImnahaRiver",4.00,"Up","Upstream"
709,"3DD.00775D0B64",8/16/2016 6:00:00,8/16/2016 10:18:34,"LGRLDR","GRA",1,1,1,1,,8/16/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
710,"3DD.00775D526A",8/16/2016 6:00:00,9/13/2016 5:23:14,"LGRLDR","GRA",1,1,1,1,,8/16/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
711,"3DD.00775D8DA9",8/16/2016 6:00:00,8/16/2016 13:21:27,"LGRLDR","GRA",1,1,1,1,,8/16/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
712,"3DD.00775E0207",8/16/2016 6:00:00,8/16/2016 13:54:58,"LGRLDR","GRA",1,1,1,1,,8/16/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
713,"3DD.00778B3BA4",8/16/2016 6:00:00,8/16/2016 15:16:45,"LGRLDR","GRA",1,1,1,1,,8/16/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
714,"3DD.00778B3BA4",4/30/2017 11:12:58,5/1/2017 11:00:00,"LOOH","LOOKGC",1,1,1,1,,8/16/2016 0:00:00,"17","LookingGlass",2.00,"Up","Upstream"
715,"3DD.00778B3BA4",6/13/2017 7:46:00,6/13/2017 7:46:00,"LGR","GRA",1,1,0,1,,8/16/2016 0:00:00,"NA","NA",1.00,"Down","Downstream"
716,"3DD.00775D18DB",8/17/2016 10:00:00,8/17/2016 15:25:25,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
717,"3DD.00775D18DB",3/9/2017 2:19:16,3/9/2017 2:19:16,"JOC","JOCB0",1,1,1,1,,8/17/2016 0:00:00,"9","JosephCreek",2.00,"Up","Upstream"
718,"3DD.00775D18DB",3/9/2017 2:19:58,3/9/2017 2:19:58,"JOC","JOCA0",1,1,1,1,,8/17/2016 0:00:00,"9","JosephCreek",3.00,"Up","Upstream"
719,"3DD.00775D18DB",3/9/2017 13:23:13,5/5/2017 9:07:05,"JOC","JOCB0",1,1,0,1,,8/17/2016 0:00:00,"9","JosephCreek",2.00,"Down","Downstream"
720,"3DD.00775D1F69",8/17/2016 10:00:00,8/17/2016 16:03:09,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
721,"3DD.00775D63E9",8/17/2016 10:00:00,9/11/2016 17:58:07,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
722,"3DD.00775D63E9",3/5/2017 12:54:24,3/5/2017 12:54:24,"UGR","UGR",1,1,1,1,,8/17/2016 0:00:00,"19","GrandeRonde",2.00,"Up","Upstream"
723,"3DD.00775D6A52",8/17/2016 10:00:00,8/17/2016 14:39:55,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
724,"3DD.00775D7757",8/17/2016 10:00:00,9/4/2016 16:49:03,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
725,"3DD.00775D7757",3/28/2017 18:05:42,3/28/2017 18:05:42,"USE","USE",1,1,1,1,,8/17/2016 0:00:00,"26","UpperSalmon",2.00,"Up","Upstream"
726,"3DD.00775D813D",8/17/2016 9:19:57,8/17/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
727,"3DD.00775D813D",4/18/2017 15:41:36,4/18/2017 15:41:36,"CCW","CCWA0",1,1,1,1,,8/17/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
728,"3DD.00775D813D",4/18/2017 15:41:54,4/18/2017 15:41:54,"CCW","CCWB0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
729,"3DD.00775D813D",4/18/2017 15:42:56,4/18/2017 15:42:56,"CCW","CCWA0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
730,"3DD.00775D813D",4/18/2017 15:43:31,4/18/2017 15:43:31,"CCW","CCWB0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
731,"3DD.00775D813D",4/18/2017 15:44:02,4/18/2017 15:44:02,"CCW","CCWA0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
732,"3DD.00775D813D",4/18/2017 15:44:34,4/18/2017 15:44:34,"CCW","CCWB0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
733,"3DD.00775D813D",4/18/2017 15:45:02,4/18/2017 15:45:02,"CCW","CCWA0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
734,"3DD.00775D813D",4/18/2017 15:45:34,4/18/2017 15:45:34,"CCW","CCWB0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
735,"3DD.00775D813D",4/18/2017 15:46:22,4/18/2017 15:46:22,"CCW","CCWA0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
736,"3DD.00775D813D",4/18/2017 15:46:36,4/18/2017 15:46:36,"CCW","CCWB0",1,1,0,1,,8/17/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
737,"3DD.00775D813D",4/19/2017 0:00:00,4/19/2017 0:00:00,"CATHEW","CATHEW",1,1,1,1,,8/17/2016 0:00:00,"19","GrandeRonde",5.00,"Up","Upstream"
738,"3DD.00775D84CF",8/17/2016 10:00:00,8/17/2016 10:00:00,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
739,"3DD.00775DF3B9",8/17/2016 10:00:00,8/17/2016 14:54:10,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
740,"3DD.00775DFCC0",8/17/2016 10:00:00,8/17/2016 10:58:55,"LGRLDR","GRA",1,1,1,1,,8/17/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
741,"3DD.00775D0A5B",8/18/2016 10:00:00,8/28/2016 20:47:29,"LGRLDR","GRA",1,1,1,1,,8/18/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
742,"3DD.00775D0A5B",5/9/2017 15:06:51,5/9/2017 15:06:51,"WR1","WR1",1,1,1,1,,8/18/2016 0:00:00,"18","Wallowa",2.00,"Up","Upstream"
743,"3DD.00775D0BA6",8/18/2016 10:00:00,8/18/2016 15:33:05,"LGRLDR","GRA",1,1,1,1,,8/18/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
744,"3DD.00775D7786",8/18/2016 9:20:47,9/1/2016 17:49:19,"GRA","GRA",1,1,1,1,,8/18/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
745,"3DD.00775D7786",3/22/2017 14:40:16,3/22/2017 14:40:16,"UGR","UGR",1,1,1,1,,8/18/2016 0:00:00,"19","GrandeRonde",2.00,"Up","Upstream"
746,"3DD.00775D9472",8/18/2016 10:00:00,8/18/2016 14:47:34,"LGRLDR","GRA",1,1,1,1,,8/18/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
747,"3DD.00775E0D1D",8/18/2016 10:00:00,8/18/2016 14:15:05,"LGRLDR","GRA",1,1,1,1,,8/18/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
748,"3DD.00775E0D1D",3/1/2017 0:28:43,3/1/2017 0:28:43,"UGR","UGR",1,1,1,1,,8/18/2016 0:00:00,"19","GrandeRonde",2.00,"Up","Upstream"
749,"3DD.00778B11F6",8/18/2016 10:00:00,9/19/2016 23:23:29,"LGRLDR","GRA",1,1,1,1,,8/18/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
750,"3DD.00775D86DA",8/19/2016 9:27:22,8/19/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/19/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
751,"3DD.00775D86DA",2/11/2017 15:02:17,2/11/2017 15:04:42,"JOC","JOCB0",1,1,1,1,,8/19/2016 0:00:00,"9","JosephCreek",2.00,"Up","Upstream"
752,"3DD.00775D86DA",2/11/2017 15:07:41,3/28/2017 7:50:25,"JOC","JOCA0",1,1,1,1,,8/19/2016 0:00:00,"9","JosephCreek",3.00,"Up","Upstream"
753,"3DD.00775DC57F",8/19/2016 10:00:00,8/19/2016 10:52:10,"LGRLDR","GRA",1,1,1,1,,8/19/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
754,"3DD.00775DD69E",8/19/2016 10:00:00,9/19/2016 5:51:24,"LGRLDR","GRA",1,1,1,1,,8/19/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
755,"3DD.00775DD69E",10/28/2016 17:47:39,10/28/2016 17:47:39,"LTR","LTR",1,1,1,1,,8/19/2016 0:00:00,"1","Tucannon",2.00,"Up","Upstream"
756,"3DD.00775DD69E",11/1/2016 22:32:18,2/19/2017 11:50:16,"MTR","MTR",1,1,1,1,,8/19/2016 0:00:00,"1","Tucannon",3.00,"Up","Upstream"
757,"3DD.00775E020B",8/19/2016 9:01:11,8/19/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/19/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
758,"3DD.00775E020B",3/4/2017 19:45:01,3/4/2017 19:45:01,"UGR","UGR",1,1,1,1,,8/19/2016 0:00:00,"19","GrandeRonde",2.00,"Up","Upstream"
759,"3DD.00775E0BA6",8/19/2016 10:00:00,2/28/2017 16:49:33,"LGRLDR","GRA",1,1,1,1,,8/19/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
760,"3D6.000B38A52B",8/20/2016 8:58:52,8/20/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
761,"3D6.000B38A52B",3/9/2017 22:16:18,3/9/2017 22:16:18,"ACM","ACMB0",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",2.00,"Up","Upstream"
762,"3D6.000B38A52B",3/9/2017 22:16:32,3/9/2017 22:16:32,"ACM","ACMA0",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",3.00,"Up","Upstream"
763,"3D6.000B38A52B",3/14/2017 8:00:00,3/14/2017 8:00:00,"ASOTIC","ASOTIC",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",4.00,"Up","Upstream"
764,"3D6.000B38A52B",3/14/2017 15:43:50,3/14/2017 15:43:50,"ACB","ACB",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",5.00,"Up","Upstream"
765,"3D6.000B38A52B",3/21/2017 16:25:51,3/28/2017 23:10:31,"CCA","CCAA0",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",7.00,"Up","Upstream"
766,"3DD.00775D6774",8/20/2016 10:00:00,8/25/2016 15:09:36,"LGRLDR","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
767,"3DD.00775D73C9",8/20/2016 10:00:00,8/20/2016 15:35:32,"LGRLDR","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
768,"3DD.00775D73C9",10/20/2016 15:28:00,10/20/2016 15:29:00,"USE","USE",1,1,1,1,,8/20/2016 0:00:00,"26","UpperSalmon",2.00,"Up","Upstream"
769,"3DD.00775D73C9",2/7/2017 11:24:51,2/7/2017 11:24:51,"USI","USI",1,1,1,1,,8/20/2016 0:00:00,"26","UpperSalmon",3.00,"Up","Upstream"
770,"3DD.00775D73C9",3/21/2017 14:38:38,3/27/2017 13:37:58,"VC2","VC2",1,1,1,1,,8/20/2016 0:00:00,"26","UpperSalmon",4.00,"Up","Upstream"
771,"3DD.00775D73C9",4/1/2017 14:28:20,5/4/2017 14:23:07,"VC1","VC1",1,1,1,1,,8/20/2016 0:00:00,"26","UpperSalmon",5.00,"Up","Upstream"
772,"3DD.00775D73C9",5/14/2017 1:37:35,5/14/2017 1:37:35,"VC2","VC2",1,1,0,1,,8/20/2016 0:00:00,"26","UpperSalmon",4.00,"Down","Downstream"
773,"3DD.00775D7C84",8/20/2016 10:00:00,8/20/2016 14:57:04,"LGRLDR","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
774,"3DD.00775D7C84",5/21/2017 6:00:00,5/21/2017 6:00:00,"LOSTIW","LOSTIW",1,1,1,1,,8/20/2016 0:00:00,"18","Wallowa",3.00,"Up","Upstream"
775,"3DD.00775DD3EE",8/20/2016 10:00:00,9/29/2016 7:57:20,"LGRLDR","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
776,"3DD.00775E0070",8/20/2016 10:00:00,10/10/2016 15:59:45,"LGRLDR","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
777,"3DD.00775E0070",4/16/2017 21:30:45,4/16/2017 21:30:45,"WR1","WR1",1,1,1,1,,8/20/2016 0:00:00,"18","Wallowa",2.00,"Up","Upstream"
778,"3DD.00775E319E",8/20/2016 10:00:00,9/1/2016 8:27:50,"LGRLDR","GRA",1,1,1,1,,8/20/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
779,"3DD.00775E319E",11/3/2016 23:02:07,11/3/2016 23:02:07,"ACM","ACMA0",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",3.00,"Up","Upstream"
780,"3DD.00775E319E",2/21/2017 3:29:23,2/21/2017 3:29:23,"AFC","AFCB0",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",6.00,"Up","Upstream"
781,"3DD.00775E319E",2/21/2017 3:36:49,2/21/2017 3:36:49,"AFC","AFCA0",1,1,1,1,,8/20/2016 0:00:00,"5","Asotin",7.00,"Up","Upstream"
782,"3DD.00775E3739",8/21/2016 10:00:00,8/21/2016 10:23:50,"LGRLDR","GRA",1,1,1,1,,8/21/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
783,"3DD.00775E3739",3/11/2017 0:48:15,3/11/2017 0:48:15,"USE","USE",1,1,1,1,,8/21/2016 0:00:00,"26","UpperSalmon",2.00,"Up","Upstream"
784,"3DD.00775E3739",4/26/2017 16:08:38,4/26/2017 22:00:00,"STL","STL",1,1,1,1,,8/21/2016 0:00:00,"26","UpperSalmon",4.00,"Up","Upstream"
785,"3DD.007744DD5C",8/22/2016 7:50:07,2/20/2017 8:19:23,"GRA","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
786,"3DD.00775D1080",8/22/2016 10:00:00,8/22/2016 13:44:22,"LGRLDR","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
787,"3DD.00775D1080",4/22/2017 0:42:07,4/22/2017 0:45:28,"WR1","WR1",1,1,1,1,,8/22/2016 0:00:00,"18","Wallowa",2.00,"Up","Upstream"
788,"3DD.00775D2C9D",8/22/2016 10:00:00,8/24/2016 12:02:40,"LGRLDR","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
789,"3DD.00775D569C",8/22/2016 10:00:00,8/22/2016 15:02:09,"LGRLDR","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
790,"3DD.00775D6E9F",8/22/2016 10:00:00,8/22/2016 10:11:57,"LGRLDR","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
791,"3DD.00775D90BF",8/22/2016 9:51:58,9/9/2016 11:18:26,"GRA","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
792,"3DD.00775D90BF",4/2/2017 22:00:00,4/2/2017 22:00:00,"SAWT","STL",1,1,1,1,,8/22/2016 0:00:00,"26","UpperSalmon",4.00,"Up","Upstream"
793,"3DD.00775DE188",8/22/2016 10:00:00,8/23/2016 6:34:27,"LGRLDR","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
794,"3DD.00775DE69A",8/22/2016 9:20:57,8/22/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
795,"3DD.00775E2F19",8/22/2016 10:00:00,9/21/2016 13:25:04,"LGRLDR","GRA",1,1,1,1,,8/22/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
796,"3DD.00775E2F19",3/11/2017 12:09:13,3/11/2017 12:09:13,"IR1","IR1",1,1,1,1,,8/22/2016 0:00:00,"11","ImnahaRiver",2.00,"Up","Upstream"
797,"3DD.00775E2F19",3/12/2017 4:38:35,3/12/2017 4:38:35,"IR2","IR2",1,1,1,1,,8/22/2016 0:00:00,"11","ImnahaRiver",3.00,"Up","Upstream"
798,"3DD.00775E2F19",3/22/2017 12:00:00,3/22/2017 12:00:00,"LSHEEF","LSHEEF",1,1,1,1,,8/22/2016 0:00:00,"11","ImnahaRiver",4.00,"Up","Upstream"
799,"3DD.00775E2F19",4/23/2017 2:27:47,4/23/2017 2:27:47,"IR2","IR2",1,1,0,1,,8/22/2016 0:00:00,"11","ImnahaRiver",3.00,"Down","Downstream"
800,"3DD.00775D6550",8/23/2016 10:00:00,8/23/2016 15:53:47,"LGRLDR","GRA",1,1,1,1,,8/23/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
801,"3DD.00775D9600",8/23/2016 10:00:00,8/31/2016 17:11:58,"LGRLDR","GRA",1,1,1,1,,8/23/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
802,"3DD.00775DC770",8/23/2016 10:00:00,8/23/2016 14:44:02,"LGRLDR","GRA",1,1,1,1,,8/23/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
803,"3DD.00775E0262",8/23/2016 9:08:43,8/23/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/23/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
804,"3DD.00775E0262",4/7/2017 8:26:00,4/7/2017 8:26:00,"BSC","BSCB0",1,1,1,1,,8/23/2016 0:00:00,"11","ImnahaRiver",4.00,"Up","Upstream"
805,"3DD.00775E0262",4/7/2017 9:27:33,4/7/2017 9:28:42,"BSC","BSCA0",1,1,1,1,,8/23/2016 0:00:00,"11","ImnahaRiver",5.00,"Up","Upstream"
806,"3DD.00775E30FF",8/23/2016 10:00:00,8/23/2016 10:29:01,"LGRLDR","GRA",1,1,1,1,,8/23/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
807,"3DD.00775E30FF",5/8/2017 15:10:20,5/19/2017 11:00:00,"LOOH","LOOKGC",1,1,1,1,,8/23/2016 0:00:00,"17","LookingGlass",2.00,"Up","Upstream"
808,"3DD.00775D26F4",8/24/2016 10:00:00,8/24/2016 15:17:25,"LGRLDR","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
809,"3DD.00775D2990",8/24/2016 10:00:00,8/24/2016 14:25:38,"LGRLDR","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
810,"3DD.00775D2A5C",8/24/2016 10:00:00,8/24/2016 14:21:27,"LGRLDR","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
811,"3DD.00775D566D",8/24/2016 9:54:28,8/24/2016 10:04:57,"GRA","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
812,"3DD.00775D63DD",8/24/2016 9:38:40,8/24/2016 10:00:00,"GRA","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
813,"3DD.00775D643A",8/24/2016 10:00:00,8/24/2016 14:31:36,"LGRLDR","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
814,"3DD.00775DD340",8/24/2016 10:00:00,8/24/2016 12:12:40,"LGRLDR","GRA",1,1,1,1,,8/24/2016 0:00:00,"NA","NA",1.00,"Up","Upstream"
815,"3DD.00775DD340",4/13/2017 16:17:40,4/13/2017 16:20:04,"CCW","CCWB0",1,1,1,1,,8/24/2016 0:00:00,"19","GrandeRonde",3.00,"Up","Upstream"
816,"3DD.00775DD340",4/13/2017 16:20:43,4/13/2017 16:20:43,"CCW","CCWA0",1,1,1,1,,8/24/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
817,"3DD.00775DD340",4/13/2017 16:21:09,4/13/2017 16:21:09,"CCW","CCWB0",1,1,0,1,,8/24/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
818,"3DD.00775DD340",4/13/2017 16:21:43,4/13/2017 16:21:43,"CCW","CCWA0",1,1,0,1,,8/24/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
819,"3DD.00775DD340",4/13/2017 16:22:11,4/13/2017 16:22:11,"CCW","CCWB0",1,1,0,1,,8/24/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
820,"3DD.00775DD340",4/13/2017 16:22:43,4/13/2017 16:22:43,"CCW","CCWA0",1,1,0,1,,8/24/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
821,"3DD.00775DD340",4/13/2017 16:23:11,4/13/2017 16:23:11,"CCW","CCWB0",1,1,0,1,,8/24/2016 0:00:00,"19","GrandeRonde",3.00,"Down","Upstream"
822,"3DD.00775DD340",4/13/2017 16:23:43,4/13/2017 16:23:43,"CCW","CCWA0",1,1,0,1,,8/24/2016 0:00:00,"19","GrandeRonde",4.00,"Up","Upstream"
